"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"C1126","3","10","41","0","2017","A","N",19,0,0,0,0,0,0,"N",0.11,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C1126","5","10","41","0","2017","A","",10035,139745,7272299570,4106886823,69074068,1001,52040,"",1.01,0.96,0.92,1.02,1.00,0.96,0.96,"",-66,-0.7,-1658,-1.2,-68003867,-0.9,-62262730,-1.5,-8382199,-10.8,3,0.3,129,0.2
"C1138","0","10","80","0","2017","A","",487,7187,441341385,73503694,2108042,1181,61411,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,2.3,386,5.7,55787134,14.5,9891317,15.5,941261,80.7,91,8.3,4723,8.3
"C1142","0","10","80","0","2017","A","",956,15644,555712775,144938447,3134162,683,35522,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-0.4,7,0.0,30167309,5.7,3557047,2.5,-387159,-11.0,37,5.7,1914,5.7
"C1146","0","10","40","0","2017","A","",8225,210215,12130627958,1244509071,36137360,1110,57706,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",136,1.7,4053,2.0,566058311,4.9,23961310,2.0,-1457754,-3.9,31,2.9,1612,2.9
"C1146","1","10","41","0","2017","A","",36,4035,331203090,0,0,1579,82083,"",0.72,0.99,0.97,0.00,0.00,0.98,0.98,"",-1,-2.7,-20,-0.5,7087482,2.2,0,0.0,0,0.0,42,2.7,2156,2.7
"C1146","2","10","41","0","2017","A","",19,63860,3957827679,0,0,1192,61976,"",0.33,9.44,9.55,0.00,0.00,1.01,1.01,"",0,0.0,2116,3.4,237020664,6.4,0,0.0,0,0.0,33,2.8,1714,2.8
"C1146","3","10","41","0","2017","A","",130,11530,575661688,195495,2154,960,49927,"",0.92,0.56,0.54,0.01,0.01,0.96,0.96,"",-3,-2.3,285,2.5,27438955,5.0,17265,9.7,131,6.5,22,2.3,1174,2.4
"C1146","5","10","41","0","2017","A","",8040,130790,7265935501,1244313576,36135206,1068,55554,"",1.01,0.73,0.70,1.02,1.01,0.96,0.96,"",140,1.8,1672,1.3,294511210,4.2,23944045,2.0,-1457885,-3.9,30,2.9,1561,2.9
"C1150","0","10","40","0","2017","A","",2514,44240,1722374178,305937731,4554858,749,38932,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,0.2,477,1.1,74123640,4.5,10878092,3.7,-32745,-0.7,25,3.5,1269,3.4
"C1150","1","10","41","0","2017","A","",44,3574,239913148,0,0,1291,67126,"",2.88,4.15,4.92,0.00,0.00,1.19,1.19,"",1,2.3,-92,-2.5,9729880,4.2,0,0.0,0,0.0,83,6.9,4329,6.9
"C1150","2","10","41","0","2017","A","",27,1661,75482707,0,0,874,45456,"",1.52,1.17,1.28,0.00,0.00,1.10,1.10,"",1,3.8,-14,-0.8,544913,0.7,0,0.0,0,0.0,13,1.5,708,1.6
"C1150","3","10","41","0","2017","A","",72,6471,255193779,1284486,13666,758,39434,"",1.67,1.50,1.69,0.31,0.58,1.13,1.13,"",2,2.9,186,3.0,13005450,5.4,47225,3.8,2460,22.0,17,2.3,901,2.3
"C1150","5","10","41","0","2017","A","",2371,32534,1151784544,304653245,4541192,681,35402,"",0.97,0.86,0.79,1.02,1.00,0.91,0.91,"",3,0.1,396,1.2,50843397,4.6,10830867,3.7,-35205,-0.8,22,3.3,1145,3.3
"C1154","0","10","40","0","2017","A","",6020,120981,5522832672,1449014455,30128977,878,45650,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",75,1.3,83,0.1,156143343,2.9,17159238,1.2,-8300597,-21.6,24,2.8,1260,2.8
"C1154","1","10","41","0","2017","A","",39,673,42749675,0,0,1222,63537,"",1.07,0.29,0.27,0.00,0.00,0.96,0.96,"",1,2.6,11,1.7,1501260,3.6,0,0.0,0,0.0,23,1.9,1205,1.9
"C1154","2","10","41","0","2017","A","",15,249,12279718,0,0,947,49267,"",0.35,0.06,0.07,0.00,0.00,1.02,1.02,"",0,0.0,5,2.0,597258,5.1,0,0.0,0,0.0,24,2.6,1290,2.7
"C1154","3","10","41","0","2017","A","",205,10908,485709364,0,0,856,44528,"",1.98,0.92,1.00,0.00,0.00,1.09,1.09,"",-1,-0.5,9,0.1,12788291,2.7,0,0.0,0,0.0,22,2.6,1137,2.6
"C1154","5","10","41","0","2017","A","",5761,109151,4982093915,1449014455,30128977,878,45644,"",0.99,1.06,1.06,1.02,1.01,1.00,1.00,"",75,1.3,58,0.1,141256534,2.9,17159238,1.2,-8300597,-21.6,25,2.9,1271,2.9
"C1158","0","10","80","0","2017","A","",643,8886,316617521,64559158,696721,685,35633,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",14,2.2,301,3.5,19416631,6.5,2988871,4.9,-151165,-17.8,19,2.9,1015,2.9
"C1162","0","10","80","0","2017","A","",1750,23729,982197789,386174441,3155532,796,41392,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-6,-0.3,-280,-1.2,11610804,1.2,1162748,0.3,60969,2.0,19,2.4,966,2.4
"C1164","0","10","40","0","2017","A","",2098,33792,774553773,161670580,5076087,441,22921,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,0.0,-695,-2.0,-18513099,-2.3,-562261,-0.3,-261708,-4.9,-1,-0.2,-75,-0.3
"C1164","1","10","41","0","2017","A","",9,141,10587322,0,0,1447,75265,"",0.71,0.21,0.48,0.00,0.00,2.26,2.26,"",0,0.0,-1,-0.7,183156,1.8,0,0.0,0,0.0,38,2.7,1996,2.7
"C1164","2","10","41","0","2017","A","",82,8295,243225263,733097,25539,564,29323,"",5.53,7.63,9.19,0.77,8.21,1.20,1.21,"",-2,-2.4,-285,-3.3,-9292700,-3.7,26393,3.7,-653,-2.5,-2,-0.4,-107,-0.4
"C1164","3","10","41","0","2017","A","",5,2048,37021625,0,0,348,18081,"",0.14,0.62,0.55,0.00,0.00,0.88,0.88,"",0,0.0,-147,-6.7,-3095482,-7.7,0,0.0,0,0.0,-4,-1.1,-198,-1.1
"C1164","5","10","41","0","2017","A","",2001,23309,483719563,160937483,5050548,399,20752,"",0.98,0.81,0.73,1.02,1.00,0.91,0.91,"",0,0.0,-261,-1.1,-6308073,-1.3,-588654,-0.4,-261055,-4.9,-1,-0.2,-38,-0.2
"C1166","0","10","80","0","2017","A","",638,9160,315506831,76152963,1510007,662,34445,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",13,2.1,59,0.6,10814492,3.5,66198,0.1,-317790,-17.4,18,2.8,967,2.9
"C1168","0","10","80","0","2017","A","",801,14201,541696052,221151822,2534502,734,38145,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-18,-2.2,54,0.4,25347930,4.9,-5675949,-2.5,-634958,-20.0,32,4.6,1646,4.5
"C1170","0","10","40","0","2017","A","",14125,188135,7622469330,3086898140,27371231,779,40516,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",303,2.2,3140,1.7,357957865,4.9,157638687,5.4,-16283984,-37.3,24,3.2,1247,3.2
"C1170","1","10","41","0","2017","A","",81,3259,250576317,0,0,1479,76897,"",0.94,0.89,1.16,0.00,0.00,1.31,1.31,"",1,1.2,56,1.7,7156008,2.9,0,0.0,0,0.0,18,1.2,899,1.2
"C1170","2","10","41","0","2017","A","",68,5270,212743280,38990,390,776,40373,"",0.68,0.87,0.82,0.00,0.02,0.94,0.94,"",0,0.0,-11,-0.2,984738,0.5,-62510,-61.6,-625,-61.6,5,0.6,277,0.7
"C1170","3","10","41","0","2017","A","",208,15933,679573270,34003827,24673,820,42651,"",0.86,0.87,1.02,0.81,0.18,1.17,1.17,"",1,0.5,171,1.1,25552819,3.9,1513221,4.7,-125420,-83.6,22,2.8,1158,2.8
"C1170","5","10","41","0","2017","A","",13769,163673,6479576463,3052855323,27346168,761,39588,"",1.01,1.02,1.00,1.01,1.00,0.98,0.98,"",302,2.2,2924,1.8,324264300,5.3,156187976,5.4,-16157939,-37.1,25,3.4,1296,3.4
"C1174","0","10","80","0","2017","A","",1140,18481,708897266,135708326,3553673,738,38359,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,1.1,123,0.7,20770364,3.0,1108554,0.8,557144,18.6,17,2.4,875,2.3
"C1178","0","10","80","0","2017","A","",2081,30092,1107573920,234380094,7046650,708,36807,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",29,1.4,-20,-0.1,41121223,3.9,6460548,2.8,1565837,28.6,27,4.0,1391,3.9
"C1182","0","10","80","0","2017","A","",1691,18451,678934523,369609534,8036042,708,36797,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",65,4.0,317,1.7,33453478,5.2,21680923,6.2,469189,6.2,23,3.4,1202,3.4
"C1186","0","10","80","0","2017","A","",393,5545,222400179,73867439,1112125,771,40111,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-21,-5.1,8,0.1,21789777,10.9,-1679213,-2.2,-102958,-8.5,74,10.6,3883,10.7
"C1190","0","10","80","0","2017","A","",1206,21514,884400878,112840458,2901496,791,41108,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,0.8,425,2.0,45763806,5.5,3627195,3.3,593285,25.7,26,3.4,1341,3.4
"C1194","0","10","80","0","2017","A","",903,17723,759598383,155968768,1784421,824,42859,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",21,2.4,173,1.0,28111666,3.8,-4317311,-2.7,-310483,-14.8,22,2.7,1179,2.8
"C1198","0","10","80","0","2017","A","",1487,16886,601436854,132434660,2191270,685,35618,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",32,2.2,86,0.5,41510932,7.4,4565104,3.6,300092,15.9,44,6.9,2289,6.9
"C1202","0","10","40","0","2017","A","",4731,87234,3763943150,634067031,8458347,830,43148,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-339,-6.7,2820,3.3,167400821,4.7,21885224,3.6,-924411,-9.9,11,1.3,542,1.3
"C1202","1","10","41","0","2017","A","",45,1055,82190348,0,0,1498,77906,"",1.57,0.62,0.77,0.00,0.00,1.24,1.24,"",-12,-21.1,-21,-2.0,1691369,2.1,0,0.0,0,0.0,59,4.1,3058,4.1
"C1202","2","10","41","0","2017","A","",64,14309,762621254,513836,9000,1025,53297,"",1.91,5.10,5.93,0.14,1.74,1.16,1.16,"",0,0.0,643,4.7,44496118,6.2,-82082,-13.8,-2211,-19.7,14,1.4,747,1.4
"C1202","3","10","41","0","2017","A","",77,7559,300700188,7451247,35855,765,39781,"",0.95,0.89,0.91,0.86,0.82,1.03,1.03,"",-1,-1.3,-4,-0.1,6193315,2.1,-107999,-1.4,-8577,-19.3,16,2.1,838,2.2
"C1202","5","10","41","0","2017","A","",4545,64311,2618431360,626101948,8413492,783,40715,"",0.99,0.87,0.82,1.01,1.00,0.94,0.94,"",-326,-6.7,2201,3.5,115020019,4.6,22075305,3.7,-913623,-9.8,8,1.0,409,1.0
"C1206","0","10","40","0","2017","A","",152634,2567053,150291617129,25467831173,408643651,1126,58546,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-13431,-8.1,69732,2.8,8163156451,5.7,816332006,3.3,-38837923,-8.7,32,2.9,1634,2.9
"C1206","1","10","41","0","2017","A","",505,46283,4034948089,0,0,1677,87179,"",0.54,0.93,0.95,0.00,0.00,1.03,1.03,"",-112,-18.2,381,0.8,107246461,2.7,0,0.0,0,0.0,31,1.9,1612,1.9
"C1206","2","10","41","0","2017","A","",783,61101,3242161277,20415249,180793,1020,53062,"",0.73,0.74,0.63,0.14,0.72,0.85,0.85,"",1,0.1,1005,1.7,181043062,5.9,-764249,-3.6,-32055,-15.1,40,4.1,2125,4.2
"C1206","3","10","41","0","2017","A","",1638,207835,9376172786,89019430,1056142,868,45114,"",0.62,0.83,0.71,0.26,0.50,0.86,0.86,"",-14,-0.8,1836,0.9,375966383,4.2,2858100,3.3,-155154,-12.8,28,3.3,1423,3.3
"C1206","5","10","41","0","2017","A","",149709,2251834,133638334977,25358396494,407406716,1141,59346,"",1.01,1.03,1.05,1.02,1.00,1.01,1.01,"",-13306,-8.2,66510,3.0,7498900545,5.9,814238155,3.3,-38650714,-8.7,31,2.8,1625,2.8
"C1210","0","10","40","0","2017","A","",6474,123400,5612190954,2452141014,53170214,875,45480,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",19,0.3,-1440,-1.2,89942207,1.6,31133719,1.3,-11785340,-18.1,24,2.8,1245,2.8
"C1210","1","10","41","0","2017","A","",52,2585,256251877,0,0,1907,99143,"",1.32,1.08,1.61,0.00,0.00,1.50,1.50,"",0,0.0,-3,-0.1,6254685,2.5,0,0.0,0,0.0,49,2.6,2526,2.6
"C1210","2","10","41","0","2017","A","",58,3504,211390874,9981230,69868,1160,60330,"",1.27,0.88,1.10,0.69,2.14,1.25,1.25,"",0,0.0,17,0.5,-431812,-0.2,671376,7.2,4701,7.2,-8,-0.7,-412,-0.7
"C1210","3","10","41","0","2017","A","",131,13935,837728876,78442265,549720,1156,60117,"",1.18,1.16,1.70,2.35,2.01,1.47,1.47,"",2,1.6,-304,-2.1,-3274001,-0.4,1450544,1.9,10778,2.0,20,1.8,1054,1.8
"C1210","5","10","41","0","2017","A","",6234,103377,4306819327,2363717519,52550626,801,41661,"",0.99,0.98,0.90,0.98,0.99,0.92,0.92,"",18,0.3,-1149,-1.1,87393335,2.1,29011799,1.2,-11800819,-18.3,25,3.2,1294,3.2
"C1214","0","10","80","0","2017","A","",965,21796,1008008870,213156541,4572204,889,46248,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3,-0.3,277,1.3,70111747,7.5,6053490,2.9,-511292,-10.1,51,6.1,2663,6.1
"C1218","0","10","80","0","2017","A","",1754,25445,1084218180,202029264,6046764,819,42610,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-24,-1.3,-531,-2.0,-10513662,-1.0,-2125454,-1.0,-1236665,-17.0,9,1.1,466,1.1
"C1222","0","10","40","0","2017","A","",3137,58339,2250784322,407916140,4915555,742,38581,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",59,1.9,1593,2.8,150705614,7.2,13532016,3.4,-764456,-13.5,30,4.2,1572,4.2
"C1222","1","10","41","0","2017","A","",18,295,18413916,0,0,1201,62438,"",0.94,0.26,0.29,0.00,0.00,1.11,1.11,"",0,0.0,0,0.0,238919,1.3,0,0.0,0,0.0,17,1.4,863,1.4
"C1222","2","10","41","0","2017","A","",28,7088,423384505,0,0,1149,59736,"",1.26,3.78,5.51,0.00,0.00,1.46,1.46,"",2,7.7,222,3.2,22641446,5.6,0,0.0,0,0.0,27,2.4,1370,2.3
"C1222","3","10","41","0","2017","A","",105,7802,339369756,1211712,22102,837,43499,"",1.95,1.37,1.72,0.22,0.87,1.26,1.26,"",-2,-1.9,127,1.7,18714827,5.8,9499,0.8,2097,10.5,34,4.2,1720,4.1
"C1222","5","10","41","0","2017","A","",2986,43155,1469616145,406704428,4893453,655,34054,"",0.98,0.87,0.77,1.02,1.00,0.88,0.88,"",59,2.0,1245,3.0,109110422,8.0,13522517,3.4,-766553,-13.5,31,5.0,1591,4.9
"C1226","0","10","40","0","2017","A","",11034,222835,10268494050,2164350606,37992995,886,46081,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-470,-4.1,3364,1.5,453890287,4.6,77972395,3.7,-2686393,-6.6,26,3.0,1362,3.0
"C1226","1","10","41","0","2017","A","",109,9037,618434924,0,0,1316,68432,"",1.63,2.08,2.13,0.00,0.00,1.02,1.02,"",-16,-12.8,-42,-0.5,13398916,2.2,0,0.0,0,0.0,34,2.7,1793,2.7
"C1226","2","10","41","0","2017","A","",145,12116,637357163,1550172,17008,1012,52604,"",1.86,1.69,1.82,0.12,0.73,1.08,1.08,"",1,0.7,170,1.4,27670922,4.5,-125880,-7.5,-4942,-22.5,31,3.2,1566,3.1
"C1226","3","10","41","0","2017","A","",280,21504,854001217,4738389,58262,764,39714,"",1.48,0.99,0.95,0.16,0.30,0.96,0.96,"",-2,-0.7,86,0.4,28309042,3.4,8560,0.2,-9458,-14.0,23,3.1,1162,3.0
"C1226","5","10","41","0","2017","A","",10501,180178,8158700746,2158062045,37917725,871,45281,"",0.98,0.95,0.93,1.02,1.00,0.98,0.98,"",-453,-4.1,3150,1.8,384511407,4.9,78089715,3.8,-2671993,-6.6,26,3.1,1366,3.1
"C1230","0","10","80","0","2017","A","",3984,60157,2510165689,469894776,8229002,802,41727,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",62,1.6,255,0.4,88336199,3.6,1915342,0.4,-1054469,-11.4,25,3.2,1297,3.2
"C1238","0","10","80","0","2017","A","",836,16640,776575075,312174089,2191913,897,46669,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,1.2,72,0.4,-28178260,-3.5,13780212,4.6,-180366,-7.6,-37,-4.0,-1905,-3.9
"C1242","0","10","40","0","2017","A","",57774,984633,58821889136,8803294862,206018021,1149,59740,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2623,4.8,31114,3.3,4138617980,7.6,362451899,4.3,23909763,13.1,46,4.2,2391,4.2
"C1242","1","10","41","0","2017","A","",149,12795,812424360,0,0,1221,63494,"",0.42,0.67,0.49,0.00,0.00,0.73,0.73,"",3,2.1,372,3.0,28456366,3.6,0,0.0,0,0.0,7,0.6,386,0.6
"C1242","2","10","41","0","2017","A","N",191,0,0,0,0,0,0,"N",0.47,0,0,0,0,0,0,"N",-3,-1.5,0,0,0,0,0,0,0,0,0,0,0,0
"C1242","3","10","41","0","2017","A","N",412,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,"N",3,0.7,0,0,0,0,0,0,0,0,0,0,0,0
"C1242","5","10","41","0","2017","A","",57023,817155,49499194175,8733085093,205947645,1165,60575,"",1.02,0.98,0.99,1.01,1.01,1.01,1.01,"",2620,4.8,28567,3.6,3763354763,8.2,358071714,4.3,24553738,13.5,50,4.5,2578,4.4
"C1246","0","10","80","0","2017","A","",643,8692,285572095,65186533,796676,632,32854,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-49,-7.1,308,3.7,12111092,4.4,2109382,3.3,-88923,-10.0,5,0.8,236,0.7
"C1254","0","10","40","0","2017","A","",18603,316661,14268655905,2380288476,116021050,867,45060,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",751,4.2,2448,0.8,395172263,2.8,9721540,0.4,-3256814,-2.7,18,2.1,907,2.1
"C1254","1","10","41","0","2017","A","",104,10440,903676764,0,0,1665,86563,"",0.92,1.69,2.24,0.00,0.00,1.32,1.32,"",1,1.0,221,2.2,39896729,4.6,0,0.0,0,0.0,39,2.4,2033,2.4
"C1254","2","10","41","0","2017","A","",369,9829,555609832,0,0,1087,56525,"",2.81,0.96,1.14,0.00,0.00,1.18,1.18,"",1,0.3,105,1.1,21022610,3.9,0,0.0,0,0.0,30,2.8,1548,2.8
"C1254","3","10","41","0","2017","A","",535,43348,2293986823,12411376,536883,1018,52920,"",1.67,1.40,1.83,0.38,0.90,1.31,1.31,"",2,0.4,1119,2.6,104176731,4.8,823605,7.1,22549,4.4,21,2.1,1064,2.1
"C1254","5","10","41","0","2017","A","",17596,253044,10515382486,2367877100,115484167,799,41556,"",0.98,0.94,0.87,1.01,1.00,0.92,0.92,"",748,4.4,1002,0.4,230076193,2.2,8897935,0.4,-3279363,-2.8,14,1.8,748,1.8
"C1258","0","10","40","0","2017","A","",72441,1323141,77536034843,10214003840,238709551,1127,58600,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",265,0.4,12534,1.0,2722431076,3.6,106871288,1.1,-17678327,-6.9,29,2.6,1517,2.7
"C1258","1","10","41","0","2017","A","",362,50579,4725792830,0,0,1797,93435,"",0.82,1.96,2.15,0.00,0.00,1.10,1.10,"",4,1.1,-390,-0.8,100804039,2.2,0,0.0,0,0.0,52,3.0,2694,3.0
"C1258","2","10","41","0","2017","A","",267,60790,3811056267,244909554,0,1206,62692,"",0.52,1.43,1.44,4.07,0.00,1.01,1.01,"",-1,-0.4,-133,-0.2,112994621,3.1,219962,0.1,0,0.0,39,3.3,1991,3.3
"C1258","3","10","41","0","2017","A","",874,107051,5768471814,3124587,29012,1036,53885,"",0.70,0.83,0.85,0.02,0.02,1.02,1.02,"",-1,-0.1,196,0.2,114186390,2.0,102289,3.4,2203,8.2,18,1.8,970,1.8
"C1258","5","10","41","0","2017","A","",70937,1104722,63230713932,9965969699,238680539,1101,57237,"",1.01,0.98,0.96,1.00,1.01,0.98,0.98,"",261,0.4,12862,1.2,2394446026,3.9,106549037,1.1,-17680530,-6.9,30,2.8,1519,2.7
"C1262","0","10","40","0","2017","A","",4876,69320,2823573005,595622656,10817392,783,40733,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",84,1.8,-123,-0.2,84415216,3.1,7925217,1.3,-1121059,-9.4,24,3.2,1289,3.3
"C1262","1","10","41","0","2017","A","",78,1144,72013038,0,0,1211,62958,"",2.63,0.85,0.90,0.00,0.00,1.06,1.06,"",-1,-1.3,-18,-1.5,-615935,-0.8,0,0.0,0,0.0,9,0.7,455,0.7
"C1262","2","10","41","0","2017","A","",22,4748,222527273,1279486,35276,901,46873,"",0.64,2.13,2.31,0.36,5.32,1.08,1.08,"",0,0.0,-4,-0.1,3931704,1.8,35962,2.9,-3954,-10.1,16,1.8,870,1.9
"C1262","3","10","41","0","2017","A","",275,6351,236961812,1104770,13976,717,37310,"",3.28,0.94,0.96,0.14,0.25,1.02,1.02,"",-1,-0.4,26,0.4,3910443,1.7,-6290,-0.6,-3193,-18.6,8,1.1,463,1.3
"C1262","5","10","41","0","2017","A","",4501,57077,2292070882,593238400,10768140,772,40157,"",0.95,0.97,0.96,1.02,1.00,0.99,0.99,"",86,1.9,-128,-0.2,77189004,3.5,7895545,1.3,-1113912,-9.4,27,3.6,1439,3.7
"C1266","0","10","80","0","2017","A","",1985,36431,1394664490,430624563,8186841,736,38282,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",13,0.7,273,0.8,64906581,4.9,11149222,2.7,-1878089,-18.7,29,4.1,1506,4.1
"C1268","0","10","80","0","2017","A","",1177,15663,635978342,156251929,4101402,781,40604,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-26,-2.2,257,1.7,39353786,6.6,6656788,4.4,-607780,-12.9,36,4.8,1876,4.8
"C1270","0","10","40","0","2017","A","",9468,97262,4518238756,1373058565,42177112,893,46454,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",97,1.0,991,1.0,163543753,3.8,32596949,2.4,-137454,-0.3,23,2.6,1220,2.7
"C1270","1","10","41","0","2017","A","",87,1624,116594190,0,0,1381,71817,"",1.51,0.86,0.91,0.00,0.00,1.06,1.06,"",3,3.6,-22,-1.3,1844110,1.6,0,0.0,0,0.0,41,3.1,2120,3.0
"C1270","2","10","41","0","2017","A","",80,2771,169274085,169274085,897889,1175,61084,"",1.20,0.89,1.10,20.94,34.74,1.24,1.24,"",3,3.9,42,1.5,5988537,3.7,5988537,3.7,-152884,-14.5,24,2.1,1258,2.1
"C1270","3","10","41","0","2017","A","",202,10155,577040983,47868112,172886,1093,56824,"",1.24,1.07,1.46,2.56,0.80,1.36,1.36,"",1,0.5,35,0.3,16768472,3.0,2161340,4.7,-2221,-1.3,28,2.6,1460,2.6
"C1270","5","10","41","0","2017","A","",9100,82712,3655329498,1155916368,41106337,850,44193,"",0.99,1.00,0.95,0.86,0.98,0.95,0.95,"",90,1.0,936,1.1,138942634,4.0,24447072,2.2,17651,0.0,23,2.8,1193,2.8
"C1274","0","10","80","0","2017","A","",2618,33262,1673242888,371636653,13274309,967,50304,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",28,1.1,308,0.9,81512715,5.1,5771287,1.6,-223967,-1.7,38,4.1,2002,4.1
"C1278","0","10","80","0","2017","A","",1280,19490,975097891,301189942,2157024,962,50030,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-20,-1.5,-819,-4.0,-39703381,-3.9,-4782572,-1.6,42769,2.0,1,0.1,62,0.1
"C1282","0","10","80","0","2017","A","",535,6791,214038412,49045194,924759,606,31520,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",16,3.1,-30,-0.4,6544545,3.2,437854,0.9,4528,0.5,21,3.6,1101,3.6
"C1286","0","10","80","0","2017","A","",1486,23238,930520517,190715910,5925356,770,40042,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",13,0.9,-60,-0.3,26024189,2.9,6141195,3.3,-806400,-12.0,23,3.1,1219,3.1
"C1290","0","10","80","0","2017","A","",908,15656,579216594,151305575,2997623,711,36996,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-19,-2.0,258,1.7,30413723,5.5,2778761,1.9,-820661,-21.5,26,3.8,1354,3.8
"C1294","0","10","40","0","2017","A","",23204,384555,19462213288,3087263114,52611639,973,50610,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",653,2.9,209,0.1,347519206,1.8,19811242,0.6,-140057,-0.3,17,1.8,877,1.8
"C1294","1","10","41","0","2017","A","",145,2929,207411385,0,0,1362,70821,"",1.03,0.39,0.38,0.00,0.00,0.96,0.96,"",0,0.0,62,2.2,6641584,3.3,0,0.0,0,0.0,15,1.1,795,1.1
"C1294","2","10","41","0","2017","A","N",273,0,0,0,0,0,0,"N",1.66,0,0,0,0,0,0,"N",-1,-0.4,0,0,0,0,0,0,0,0,0,0,0,0
"C1294","3","10","41","0","2017","A","N",419,0,0,0,0,0,0,"N",1.05,0,0,0,0,0,0,"N",-2,-0.5,0,0,0,0,0,0,0,0,0,0,0,0
"C1294","5","10","41","0","2017","A","",22367,317711,16392066235,3074476831,52437625,992,51594,"",0.99,0.97,0.99,1.02,1.00,1.02,1.02,"",656,3.0,0,0.0,357126258,2.2,18730527,0.6,-162966,-0.3,21,2.2,1124,2.2
"C1298","0","10","40","0","2017","A","",2246,55966,2846242502,420342030,12886435,978,50857,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-30,-1.3,-823,-1.4,14639156,0.5,-5082448,-1.2,-633494,-4.7,19,2.0,995,2.0
"C1298","1","10","41","0","2017","A","",23,2986,215468615,0,0,1388,72162,"",1.69,2.74,2.68,0.00,0.00,0.98,0.98,"",0,0.0,-48,-1.6,1340113,0.6,0,0.0,0,0.0,31,2.3,1593,2.3
"C1298","2","10","41","0","2017","A","",12,481,28318735,0,0,1131,58824,"",0.76,0.27,0.29,0.00,0.00,1.09,1.09,"",0,0.0,-1,-0.2,235306,0.8,0,0.0,0,0.0,9,0.8,499,0.9
"C1298","3","10","41","0","2017","A","",84,6988,310912978,220316,1188,856,44491,"",2.18,1.28,1.25,0.04,0.02,0.98,0.97,"",1,1.2,-30,-0.4,4030141,1.3,-50099,-18.5,-3901,-76.7,15,1.8,763,1.7
